url,Name,Price,Rating,제조회사,등록년월,칩셋 제조사,제품 시리즈,GPU 제조 공정,AMD 칩셋,인터페이스,권장 파워용량,전원 포트,가로(길이),부스트클럭,스트림 프로세서,메모리 종류,메모리 클럭,메모리 용량,메모리 버스,HDMI,DisplayPort,모니터 지원,,8K 지원,HDR 지원,HDCP 지원,방열판,히트파이프,팬쿨러,팬 개수,두께,제로팬(0-dB기술),백플레이트,DrMOS,LED 라이트,LED온오프스위치,측면 LED,팬 LED,VGA지지대,3x8핀 to 16핀 커넥터,적합성평가인증,안전확인인증,NVIDIA 칩셋,베이스클럭,쿠다 프로세서,HDCP 2.3,사용전력,베이퍼챔버,전원부,2x8핀 to 16핀 커넥터,OC클럭,Dual BIOS,전면 LED,PWM 커넥터,4x8핀 to 16핀 커넥터,16K 지원,후면 추가팬,4K 지원,DVI,전체 칩셋,인텔 칩셋,HDMI2.1,DP2.1,카드 크기,후면 LED,오버클럭 물리키,일반브라켓,LP브라켓,HDMI2.0,DP2.0,수냉 쿨링,수냉 장착 지원,LCD 모니터링,유통회사,멀티VGA 지원,Anti-Sag브라켓,mini DP,DP to mDP 커넥터,DP1.4,클립 온 팬,DP,USB Type-C,기가비트LAN,세로(높이),그래픽카드 구성,12K 지원,썬더볼트3,USB3.x 5Gbps,파워 구성,기타 칩셋
//img.danawa.com/prod_img/500000/492/378/img/77378492_1.jpg?shrink=130:130&_v=20250306094146,COLORFUL iGame 지포스 RTX 5070 Ti Vulcan OC D7 16GB 피씨디렉트,1719980원,N/A,COLORFUL(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,,,PCIe5.0x16,정격파워750W 이상,16핀(12V2x6) x1,336mm,2452MHz,8960개,GDDR7,28000MHz,16GB,256-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,62.9mm,○,○,,○,,○,,○,,R-R-cfg-GB203HWC-G40인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070 Ti,2295MHz,8960개,○,315W,,,,2542MHz,,,,,,,,,,,,,,,○,,,,,,,○,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/006/374/img/75374006_1.jpg?shrink=130:130&_v=20250210145243,ASUS TUF Gaming 지포스 RTX 5090 OC D7 32GB 인텍앤컴퍼니,5146710원,N/A,ASUS(제조사 웹사이트 바로가기),2025년 01월,NVIDIA,지포스 RTX 50,TSMC 4nm,,PCIe5.0x16,정격파워1000W 이상,16핀(12V2x6) x1,348mm,2550MHz,21760개,GDDR7,28000MHz,32GB,512-bit,2개,3개,최대 모니터 4개,,○,○,,○,○,○,4팬,72mm,○,○,,○,,,,○,○,R-R-MSQ-CG14530BP인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5090,,21760개,○,,○,,,2580MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/258/074/img/75074258_1.jpg?shrink=130:130&_v=20250130225442,GIGABYTE AORUS 지포스 RTX 5080 MASTER ICE D7 16GB 피씨디렉트,2890000원,N/A,GIGABYTE(제조사 웹사이트 바로가기),2025년 01월,NVIDIA,지포스 RTX 50,TSMC 4nm,,PCIe5.0x16,정격파워850W 이상,16핀(12V2x6) x1,360mm,2805MHz,10752개,GDDR7,30000MHz,16GB,256-bit,1개,3개,최대 모니터 4개,,○,,,○,○,○,3팬,75mm,○,○,,○,,○,○,○,○,R-R-GBN-GV-N5080A인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5080,,10752개,○,,,,,,○,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/187/618/img/70618187_1.jpg?shrink=130:130&_v=20241105145533,갤럭시 GALAX 지포스 RTX 4060 Ti OC V2 D6 8GB,641000원,5.0,갤럭시(제조사 웹사이트 바로가기),2024년 11월,NVIDIA,지포스 RTX 40,4nm,,PCIe4.0x16(at x8),정격파워550W 이상,8핀 x1,237mm,2550MHz,4352개,GDDR6,18000MHz,8GB,128-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,2팬,41mm,○,○,,○,,○,,,,R-R-GXL-RTX4060Ti인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4060 Ti,2310MHz,4352개,○,160W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/086/794/img/76794086_1.jpg?shrink=130:130&_v=20250415182247,GAINWARD 지포스 RTX 5070 Ti 팬텀 D7 16GB,1459000원,N/A,GAINWARD(제조사 웹사이트 바로가기),2025년 02월,NVIDIA,지포스 RTX 50,,,PCIe5.0x16,정격파워750W 이상,16핀(12V2x6) x1,331.9mm,2452MHz,8960개,GDDR7,28000MHz,16GB,256-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,69.9mm,○,○,,○,,○,,○,,R-R-DND-GW-R5070TIPT인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070 Ti,2295MHz,8960개,○,,○,,○,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/547/510/img/76510547_1.jpg?shrink=130:130&_v=20250220225954,GIGABYTE 지포스 RTX 5070 Ti EAGLE OC ICE SFF D7 16GB 피씨디렉트,1578770원,N/A,GIGABYTE(제조사 웹사이트 바로가기),2025년 02월,NVIDIA,지포스 RTX 50,,,PCIe5.0x16,정격파워750W 이상,16핀(12V2x6) x1,304mm,2542MHz,8960개,GDDR7,28000MHz,16GB,256-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,50mm,○,○,,○,,○,,○,○,R-R-GBN-GV-N507TA인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070 Ti,2295MHz,8960개,○,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/359/379/img/77379359_1.jpg?shrink=130:130&_v=20250311170816,MANLI 지포스 RTX 5070 Stellar OC D7 12GB 대원씨티에스,999990원,N/A,MANLI(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,,16핀(12V2x6) x1,312mm,2542MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,53mm,○,○,,○,,○,,,,R-R-Mll-RTX5070-N764인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,250W,,9+3페이즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/625/991/img/75991625_1.jpg?shrink=130:130&_v=20250415182209,GAINWARD 지포스 RTX 5090 팬텀 D7 32GB,4888880원,N/A,GAINWARD(제조사 웹사이트 바로가기),2025년 02월,NVIDIA,지포스 RTX 50,TSMC 4nm,,PCIe5.0x16,정격파워1200W 이상,16핀(12VHPWR) x1,331.9mm,2407MHz,21760개,GDDR7,28000MHz,32GB,512-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,69.9mm,○,○,○,○,,○,,○,,R-R-DND-GW-R5090PT인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5090,2017MHz,21760개,○,,○,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/299/379/img/77379299_1.jpg?shrink=130:130&_v=20250311170929,MANLI 지포스 RTX 5070 Polar Fox OC D7 12GB 대원씨티에스,999990원,N/A,MANLI(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,,16핀(12V2x6) x1,315mm,2542MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,52mm,○,○,,,,,,,,R-R-Mll-RTX5070-N764인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,250W,,9+3페이즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/505/444/img/28444505_1.jpg?shrink=130:130&_v=20240723110548,SPARKLE Arc A380 ELF D6 6GB,164810원,5.0,SPARKLE(제조사 웹사이트 바로가기),2023년 09월,Intel,Arc A,,,PCIe4.0x16(at x8),정격파워450W 이상,,152.6mm,2000MHz,,GDDR6,15500MHz,6GB,96-bit,1개,3개,최대 모니터 4개,,○,○,○,,,,,,,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,Arc A380,ARC A380,,,일반,,,,,○,○,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/742/150/img/5150742_1.jpg?shrink=130:130&_v=20210531150656,갤럭시 GALAX 지포스 GT1030 D5 2GB,118660원,4.7,갤럭시 GALAX,2017년 05월,NVIDIA,지포스 10,14nm,,PCIe3.0x16(at x4),정격파워300W 이상,,180mm,1468MHz,384개,GDDR5,6000MHz,2GB,64-bit,1개,,,,,,,,,,1팬,41mm,,,,,,,,,,MSIP-REM-GXL-GT1030인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GT1030,1227MHz,384개,,최대 30W,,2페이즈,,,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/250/810/img/28810250_1.jpg?shrink=130:130&_v=20231017170020,액슬 지포스 GTX1050 Ti D5 4GB 에즈윈,175500원,4.8,액슬(제조사 웹사이트 바로가기),2023년 10월,NVIDIA,지포스 10,14nm,,PCIe3.0x16,정격파워300W 이상,,182mm,1392MHz,768개,GDDR5,7000MHz,4GB,128-bit,1개,1개,최대 모니터 3개,,,,○,○,,○,2팬,38mm,,,,,,,,,,R-R-ASW-AX1050TI4GD5인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GTX1050 Ti,1290MHz,768개,,,,,,,,,,,,,○,1개,,,,,,,,,,,,,,,,○,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/785/382/img/77382785_1.jpg?shrink=130:130&_v=20250306172034,GAINWARD 지포스 RTX 5070 피닉스 D7 12GB,1021000원,N/A,GAINWARD(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,정격파워700W 이상,16핀(12VHPWR) x1,331.9mm,2512MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,60mm,○,○,,○,,,,,,R-R-DND-GW-R5070PN인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,250W,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/202/791/img/77791202_1.jpg?shrink=130:130&_v=20250312180610,MSI 지포스 RTX 5070 벤투스 2X OC 화이트 D7 12GB,974900원,N/A,MSI(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,정격파워650W 이상,16핀(12V2x6) x1,236mm,2542MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,2팬,50mm,○,○,○,,,,,,,R-R-MSI-MS-V532인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,250W,,,○,2557MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/041/551/img/76551041_1.jpg?shrink=130:130&_v=20250221113416,GIGABYTE 지포스 RTX 5070 Ti EAGLE OC SFF D7 16GB 제이씨현,1575990원,N/A,GIGABYTE(제조사 웹사이트 바로가기),2025년 02월,NVIDIA,지포스 RTX 50,,,PCIe5.0x16,정격파워750W 이상,16핀(12V2x6) x1,304mm,2542MHz,8960개,GDDR7,28000MHz,16GB,256-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,50mm,○,○,,○,,○,,○,○,R-R-GBN-GV-N507TA인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070 Ti,2295MHz,8960개,○,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/502/931/img/75931502_1.jpg?shrink=130:130&_v=20250211090436,PNY 지포스 RTX 5080 D7 16GB Triple Fan 제이씨현,1965940원,N/A,PNY(제조사 웹사이트 바로가기),2025년 02월,NVIDIA,지포스 RTX 50,TSMC 4nm,,PCIe5.0x16,정격파워850W 이상,16핀(12V2x6) x1,328.7mm,2617MHz,10752개,GDDR7,30000MHz,16GB,256-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,59.7mm,○,○,,,,,,,○,R-R-P2A-V20301인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5080,2017MHz,10752개,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/192/363/img/68363192_1.jpg?shrink=130:130&_v=20241007130352,액슬 지포스 GTX 1660 SUPER 38mm D6 6GB 에즈윈,257990원,5.0,액슬(제조사 웹사이트 바로가기),2024년 10월,NVIDIA,지포스 16,12nm,,PCIe3.0x16,정격파워450W 이상,8핀 x1,202mm,1785MHz,1408개,GDDR6,14000MHz,6GB,192-bit,1개,1개,최대 모니터 3개,,,,○,○,○,○,2팬,38mm,,○,,,,,,,,R-R-ASW-AX1660S6GD6인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GTX 1660 SUPER,1530MHz,1408개,,,,4+2페이즈,,,,,,,,,○,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/293/375/img/75375293_1.jpg?shrink=130:130&_v=20250211162033,ASUS TUF Gaming 지포스 RTX 5080 OC D7 16GB 대원씨티에스,2494960원,N/A,ASUS(제조사 웹사이트 바로가기),2025년 01월,NVIDIA,지포스 RTX 50,TSMC 4nm,,PCIe5.0x16,정격파워850W 이상,16핀(12V2x6) x1,348mm,2700MHz,10752개,GDDR7,30000MHz,16GB,256-bit,2개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,72mm,○,○,,○,,○,,○,○,R-R-MSQ-CG14745PBI인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5080,,10752개,○,,○,,,2730MHz,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/487/157/img/36157487_1.jpg?shrink=130:130&_v=20240306132104,갤럭시 GALAX 지포스 RTX 3050 WHITE D6 6GB LP,292000원,5.0,갤럭시(제조사 웹사이트 바로가기),2024년 02월,NVIDIA,지포스 RTX 30,8nm,,PCIe4.0x16(at x8),정격파워300W 이상,없음,169mm,1470MHz,2304개,GDDR6,14000MHz,6GB,96-bit,2개,2개,최대 모니터 4개,,○,,○,○,,○,2팬,34mm,,,,,,,,,,R-R-GXL-RTX3050-D인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 3050,1042MHz,2304개,,70W,,,,1485MHz,,,,,,,,,,,,,,,,○,○,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/435/086/img/63086435_1.jpg?shrink=130:130&_v=20240813150401,ASUS DUAL 지포스 RTX 4060 Ti O8G EVO OC D6 8GB 대원씨티에스,650000원,N/A,ASUS(제조사 웹사이트 바로가기),2024년 08월,NVIDIA,지포스 RTX 40,4nm,,PCIe4.0,정격파워650W 이상,8핀 x1,227.2mm,2565MHz,4352개,GDDR6,18000MHz,8GB,128-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,2팬,49.6mm,,○,,,,,,,,R-R-MSQ-CG1906P인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4060 Ti,,4352개,,,,,,2595MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/560/375/img/75375560_1.jpg?shrink=130:130&_v=20250211155416,ASUS TUF Gaming 지포스 RTX 5090 D7 32GB 대원씨티에스,4920000원,N/A,ASUS(제조사 웹사이트 바로가기),2025년 01월,NVIDIA,지포스 RTX 50,TSMC 4nm,,PCIe5.0x16,정격파워1000W 이상,16핀(12V2x6) x1,348mm,2407MHz,21760개,GDDR7,28000MHz,32GB,512-bit,2개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,72mm,○,○,,○,,,,○,○,R-R-MSQ-CG14530BP인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5090,,21760개,○,,○,,,2437MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/746/711/img/78711746_1.jpg?shrink=130:130&_v=20250326131152,GIGABYTE 지포스 RTX 5070 WINDFORCE SFF D7 12GB 피씨디렉트,989340원,N/A,GIGABYTE(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,정격파워750W 이상,16핀(12V2x6) x1,282mm,2512MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,50mm,○,○,,,,,,,,R-R-GBN-GV-N5070WF3인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,,,,○,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/675/086/img/63086675_1.jpg?shrink=130:130&_v=20240813151751,ASUS DUAL 지포스 RTX 3050 O6G OC D6 6GB 대원씨티에스,271970원,N/A,ASUS(제조사 웹사이트 바로가기),2024년 08월,NVIDIA,지포스 RTX 30,8nm,,PCIe4.0x16,정격파워450W 이상,,201mm,1507MHz,2304개,GDDR6,14000MHz,6GB,96-bit,1개,1개,최대 모니터 3개,,○,,,○,,○,2팬,37mm,,,,,,,,,,R-R-MSQ-CG17376P인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 3050,,2304개,○,,,,,1537MHz,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/429/231/img/35231429_1.jpg?shrink=130:130&_v=20240319103311,PowerColor 라데온 RX 7900 XTX Hellhound D6 24GB 대원씨티에스,1338990원,N/A,PowerColor(제조사 웹사이트 바로가기),2024년 02월,AMD(ATi),라데온 RX 7000,5nm,RX 7900 XTX,PCIe4.0x16,정격파워800W 이상,8핀 x2,320mm,2525MHz,6144개,GDDR6,20000MHz,24GB,384-bit,1개,3개,최대 모니터 4개,,○,,,○,○,○,3팬,62mm,○,○,○,,,,○,,,R-R-TUG-RX7900XTXLOC인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,12+3+2페이즈,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/704/085/img/59085704_1.jpg?shrink=130:130&_v=20250320084853,액슬 지포스 RTX 3050 D6 6GB LP 에즈윈,277700원,N/A,액슬(제조사 웹사이트 바로가기),2024년 07월,NVIDIA,지포스 RTX 30,8nm,,PCIe4.0x16(at x8),정격파워300W 이상,,168mm,1470MHz,2304개,GDDR6,14000MHz,6GB,96-bit,1개,1개,최대 모니터 2개,,○,,,○,,○,1팬,19mm,,○,,,,,,,,R-R-ASW-AX30506GD6LP인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 3050,1042MHz,2304개,○,,,,,,,,,,,,○,,,,,,,,,○,○,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/242/730/img/20730242_1.jpg?shrink=130:130&_v=20230629233748,갤럭시 GALAX 지포스 RTX 4060 EX BLACK OC D6 8GB,540200원,5.0,갤럭시(제조사 웹사이트 바로가기),2023년 06월,NVIDIA,지포스 RTX 40,4nm,,PCIe4.0x16(at x8),정격파워550W 이상,8핀 x1,251mm,2565MHz,3072개,GDDR6,17000MHz,8GB,128-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,2팬,40mm,○,○,,○,,○,○,,,R-R-GXL-RTX4060인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4060,1830MHz,3072개,○,115W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/887/319/img/77319887_1.jpg?shrink=130:130&_v=20250410130750,갤럭시 GALAZ 지포스 RTX 5070 WHITE OC D7 12GB,1051990원,N/A,갤럭시(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,정격파워650W 이상,16핀(12V2x6) x1,240mm,2527MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,2팬,39.6mm,○,○,,,○,,,,,R-R-GXL-RTX5070인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,250W,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/091/481/img/54481091_1.jpg?shrink=130:130&_v=20240524090235,액슬 지포스 G210 D3 512MB 에즈윈,23900원,4.9,액슬(제조사 웹사이트 바로가기),2024년 05월,NVIDIA,지포스 200,40nm,,PCIe2.0x16,정격파워300W 이상,,150mm,,16개,SDDR3(DDR3),500MHz,512MB,64-bit,1개,,,,,,,○,,○,1팬,18mm,,,,,,,,,,R-R-ASW-AX210512D3인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,G210,589MHz,16개,,최대 30.5W,,,,,,,,,,,,1개,,,,,,,,○,○,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/280/946/img/42946280_1.jpg?shrink=130:130&_v=20240322172445,GAINWARD 지포스 RTX 4060 파이썬 II D6 8GB,482670원,5.0,GAINWARD(제조사 웹사이트 바로가기),2024년 03월,NVIDIA,지포스 RTX 40,4nm,,PCIe4.0x8,정격파워600W 이상,,249.9mm,2460MHz,3072개,GDDR6,17000MHz,8GB,128-bit,1개,3개,,,○,○,,○,○,○,2팬,40.2mm,○,○,○,,,,,,,R-R-DND-GW-R4060GT인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4060,1830MHz,3072개,○,115W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/503/809/img/28809503_1.jpg?shrink=130:130&_v=20231017163340,액슬 지포스 GT1030 D5 2GB 에즈윈,100990원,5.0,액슬,2023년 10월,NVIDIA,지포스 10,14nm,,PCIe3.0x16,,,162mm,,384개,GDDR5,6000MHz,2GB,64-bit,1개,,최대 모니터 2개,,,,○,○,,○,1팬,23mm,,,,,,,,,,R-R-ASW-AX10302GD5인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GT1030,1228MHz,384개,,,,,,,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/915/391/img/28391915_1.jpg?shrink=130:130&_v=20231121165416,STCOM 지포스 GTX 1660 SUPER D6 6GB,261770원,5.0,STCOM(제조사 웹사이트 바로가기),2023년 09월,NVIDIA,지포스 16,,,PCIe3.0x16,정격파워450W 이상,8핀 x1,212mm,1785MHz,1440개,GDDR6,14000MHz,6GB,192-bit,1개,1개,최대 모니터 3개,,,,,○,,○,2팬,45mm,,○,,,,,,,,R-R-STO-GTX1660SG인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GTX 1660 SUPER,1530MHz,1408개,,,,,,,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/940/715/img/81715940_1.jpg?shrink=130:130&_v=20250416220349,GIGABYTE 지포스 RTX 5060 Ti EAGLE OC ICE D7 16GB 피씨디렉트,788060원,N/A,GIGABYTE(제조사 웹사이트 바로가기),2025년 04월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0,정격파워650W 이상,8핀 x1,215mm,2617MHz,4608개,GDDR7,28000MHz,16GB,128-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,2팬,40mm,○,○,,,,,,,,R-R-GBN-GV-N506TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5060 Ti,2407MHz,4608개,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/508/931/img/75931508_1.jpg?shrink=130:130&_v=20250211090734,PNY 지포스 RTX 5080 OC D7 16GB Triple Fan 제이씨현,1900000원,N/A,PNY(제조사 웹사이트 바로가기),2025년 02월,NVIDIA,지포스 RTX 50,TSMC 4nm,,PCIe5.0x16,정격파워850W 이상,16핀(12V2x6) x1,328.7mm,2730MHz,10752개,GDDR7,30000MHz,16GB,256-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,59.7mm,○,○,,,,,,,○,R-R-P2A-V20301인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5080,2017MHz,10752개,○,360W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/097/540/img/61540097_1.jpg?shrink=130:130&_v=20240724090545,MANLI 지포스 RTX 3050 RUSH D6 6GB 대원씨티에스,256840원,5.0,MANLI(제조사 웹사이트 바로가기),2024년 07월,NVIDIA,지포스 RTX 30,8nm,,PCIe4.0,,,149mm,1470MHz,2304개,GDDR6,14000MHz,6GB,96-bit,1개,1개,최대 모니터 3개,,○,○,,○,,○,1팬,40mm,,,,,,,,,,R-R-Mll-M-NRTX3050인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 3050,1042MHz,2304개,,70W,,,,,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/234/758/img/3758234_1.jpg?shrink=130:130&_v=20210407142412,갤럭시 GALAX 지포스 GT710 D3 1GB LP 무소음,49938원,4.6,갤럭시 GALAX,2016년 02월,NVIDIA,지포스 700,,,PCIe2.0x8,정격파워300W 이상,,148mm,,192개,GDDR3(DDR3),1000MHz,1GB,64-bit,1개,,최대 모니터 3개,,,,,○,,,,28mm,,,,,,,,,,R-R-GXL-GT710-A인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GT710,954MHz,192개,,,,,,,,,,,,,○,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/797/964/img/77964797_1.jpg?shrink=130:130&_v=20250318170154,COLORFUL iGame 지포스 RTX 5070 Vulcan OC D7 12GB 피씨디렉트,1230680원,N/A,COLORFUL(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,정격파워650W 이상,16핀(12V2x6) x1,336mm,2512MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,62.9mm,○,○,,○,,○,,○,,R-R-cfg-GB205BW8-G11인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,270W,,,,2587MHz,,,,,,,,,,,,,,,○,,,,,,,○,,,,,,,,,,,,,,,,,
